loan_amnt,term_mths,int_rate,installment,grade,empl_yrs,annual_inc,verification_status,dti,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies,loan_status
21000,36,14.65,724.38,1,4,90000,1,26.75,8,0,46969,73.4,13,2,0,1
5000,36,17.77,180.19,0,5,55000,1,25.36,12,0,17991,84.9,18,0,0,1
10000,36,11.99,332.1,1,6,35000,1,23.25,8,1,4735,52,21,0,1,1
6150,36,6,200.04,0,3,160000,1,2.43,14,0,1343,8.8,18,0,0,1
7725,36,17.57,277.62,0,6,23000,1,26.46,16,0,3205,17.3,21,0,0,1
16000,60,12.69,361.52,1,10,50000,1,16.75,7,1,15529,68.7,18,0,1,1
20000,60,12.29,447.83,1,3,165000,1,15.5,11,0,448137,75.9,29,3,0,1
4200,36,15.31,146.24,1,0.5,15580,1,16.1,5,0,4122,56.4,7,0,0,1
25000,36,6.24,763.28,1,10,90000,1,31.54,23,0,50481,57.2,44,5,0,1
10000,60,18.2,255.03,0,10,102000,1,23.4,21,0,34032,53.8,29,1,0,1
12000,36,12.39,400.82,1,3,45000,1,19.6,10,2,4883,35.1,19,4,0,1
13175,60,16.55,324.26,0,7,30000,1,27.52,8,0,600,2.7,16,1,0,1
30000,60,24.5,871.77,0,10,98000,1,16.62,10,0,17186,63.4,30,0,0,1
8200,36,19.52,302.74,0,10,47000,1,29.72,16,0,21604,50,23,0,0,1
14000,36,12.99,471.65,1,9,33168,1,33.18,13,0,15118,75.6,21,0,0,1
28000,60,17.77,707.52,0,2,125000,1,10.62,10,0,6922,28.7,14,0,0,1
28000,60,18.2,714.07,0,0.5,130000,1,9.74,10,0,24726,64.2,24,3,0,1
26700,60,10.99,580.39,1,7,170000,1,6.6,5,0,12877,54.8,17,3,0,1
7000,36,11.67,231.4,1,10,42000,1,26.26,10,0,4208,20.2,12,0,0,1
7000,36,12.99,235.83,1,0.5,45000,1,19.76,12,0,8633,49.9,29,2,0,1
35000,60,22.4,974.64,0,0.5,100000,1,13.45,12,0,30732,79.4,16,2,0,1
13200,36,18.49,480.47,0,0.5,50000,1,21.94,15,0,7519,67.7,19,0,0,1
19325,60,17.57,486.22,0,4,85000,1,15.3,21,0,12633,36.4,30,4,0,1
5875,36,18.25,213.14,0,1,25000,1,32.31,8,2,2540,24,32,7,2,1
35000,60,20.99,946.68,0,10,120000,1,11.29,4,2,4473,59.6,11,1,1,1
18000,60,19.52,472.1,0,10,41000,1,38,16,0,21922,65.2,24,0,0,1
24000,36,8.18,754.07,1,10,120000,1,13.98,14,0,58876,49.2,36,4,0,1
11000,60,13.98,255.84,1,7,53000,1,24.76,10,0,6937,44.5,16,1,0,1
19200,60,18.25,490.17,0,4,77000,1,18.17,11,0,20819,42.3,29,7,0,1
25600,60,10.49,550.12,1,0.5,100000,1,14.54,13,0,37865,49,38,0,0,1
11650,60,19.99,308.59,0,7,47758,1,26.63,27,2,7296,19,46,1,2,1
21000,60,12.99,477.71,1,3,130000,1,13.14,13,0,10209,22.3,27,3,0,1
7750,36,14.49,266.73,1,10,37000,1,28.12,5,0,9729,100.3,13,0,0,1
12175,36,23.4,473.84,0,8,37000,1,20.59,14,0,23705,47.5,34,0,0,1
14700,36,23.99,576.65,0,2,67000,1,38.99,13,0,25532,65,42,6,0,1
25000,36,13.67,850.44,1,10,114000,1,14.21,5,0,23571,71.9,15,2,0,1
25000,60,13.11,570.24,1,1,65000,1,18.61,13,0,5529,22.3,32,3,0,1
12000,36,17.57,431.25,0,4,109000,1,15.15,18,0,13939,38.8,39,4,0,1
16000,60,16.99,397.56,0,3,51377,1,29.06,22,0,14574,75.1,38,0,0,1
9100,36,13.35,308.16,1,10,60000,1,11.76,13,1,6183,44.5,33,0,1,1
3000,60,14.09,69.95,1,10,60000,1,27.16,8,0,13808,82.7,17,0,0,1
16500,60,19.53,432.85,0,10,124000,1,7.25,14,0,3096,29.2,21,2,0,1
9375,36,14.49,322.66,1,6,65000,1,27.84,12,0,5243,53,16,0,0,1
20000,36,9.17,637.58,1,8,90000,1,14.11,24,0,18006,26.6,46,4,0,1
20000,36,11.44,658.95,1,1,150000,1,18.34,16,0,8857,76.4,37,5,0,1
24000,60,16.24,586.7,1,10,90000,1,17.15,9,0,27682,58.4,20,3,0,1
10300,36,19.47,380.01,0,6,36000,1,32.67,15,1,12674,54.6,32,0,1,1
24000,60,10.99,521.7,1,10,75000,1,20.18,12,1,8450,33,38,3,1,1
7000,36,8.9,222.28,1,9,280000,1,3.22,6,0,4359,62.3,10,0,0,1
3000,36,19.2,110.28,0,1,40000,1,4.89,5,0,3718,75.9,9,0,0,1
20000,60,18.25,510.6,0,3,165000,1,20.17,11,0,24509,79.6,19,2,0,1
24000,60,13.35,550.39,1,10,96000,1,16.59,13,0,13672,62.1,37,5,0,1
7000,36,13.33,236.98,1,10,50000,1,9.87,5,2,2787,56.9,13,1,0,1
13200,60,20.99,357.04,0,10,35000,1,23.45,12,0,7582,85.2,19,1,0,1
28500,36,19.99,1059.02,0,3,65000,1,19.87,11,0,35143,96.1,34,2,0,1
9325,36,15.99,327.8,0,4,45000,1,36.72,14,0,12591,42.6,23,2,0,1
24675,36,18.25,895.16,0,2,95000,1,15.69,36,0,11478,24.7,71,2,0,1
10400,60,18.55,267.22,0,3,56000,1,14.47,11,0,9469,54.7,18,2,0,1
26750,36,8.6,845.68,1,10,75000,1,20.78,19,0,36650,33.7,33,2,0,1
24000,36,17.77,864.9,0,10,98000,1,25.6,10,0,19572,62.3,28,1,0,1
15600,60,18.25,398.27,0,8,55000,1,10.71,8,2,5201,40.3,23,3,2,1
17200,36,14.99,596.16,1,1,48000,1,13.92,8,0,18448,79.9,16,3,0,1
14000,36,9.25,446.83,1,4,66000,1,27.89,13,0,24345,50.7,25,2,0,1
22000,36,16.29,776.61,0,1,55000,1,27.49,9,0,8236,54.9,18,0,0,1
7500,36,21.48,284.42,0,10,60000,1,13.18,9,3,4117,40.8,17,2,0,1
12000,60,12.49,269.92,1,10,76000,1,24.05,14,0,35799,79.6,16,0,0,1
14725,60,20.49,394.15,0,3,125000,1,9.59,8,1,3239,56,20,2,1,1
28000,36,16.29,988.42,0,10,70000,1,26.95,15,0,34045,64.4,32,0,0,1
9600,36,10.99,314.25,1,1,30000,1,19.28,10,0,7763,47,14,0,0,1
12000,36,14.09,410.66,1,9,43500,1,11.51,11,0,8894,22.6,19,2,0,1
18450,60,20.2,490.87,0,7,44000,1,22.53,9,0,2833,44.3,28,0,0,1
18000,60,15.61,434.01,0,5,44000,1,31.34,16,0,15966,71.6,27,0,0,1
12000,36,7.69,374.33,1,9,80000,1,7.81,16,0,5289,19.7,22,1,0,1
10000,36,9.17,318.79,1,1,39820,1,19.77,18,0,9027,74.6,33,0,0,1
24000,36,12.12,798.52,1,9,170000,1,11.18,19,0,12159,63.3,40,2,0,1
22950,36,16.99,818.12,0,0.5,62000,1,26.17,10,0,35428,74.9,25,6,0,1
20400,60,14.65,481.58,1,1,54000,1,28.31,12,0,14143,35.2,25,1,0,1
18000,36,12.85,605.2,1,5,47000,1,31.1,6,0,1828,67.7,34,0,0,1
10000,60,16.99,248.48,0,10,49800,1,20.75,10,0,1462,16.8,16,0,0,1
17475,60,21.6,478.68,0,10,39146,1,25.23,6,0,12541,65.3,20,1,0,1
14900,60,20.2,396.42,0,8,100000,1,8.52,13,0,3276,27.1,14,1,0,1
9150,36,16.29,323,0,10,51000,1,10.52,17,0,4212,24.5,42,3,0,1
15000,60,20.99,405.72,0,10,102000,1,20.82,17,0,47533,95.8,18,0,0,1
10000,36,18.92,366.16,0,10,43195,1,7.59,4,1,8211,92.3,14,6,1,1
24000,60,12.99,545.96,1,7,120000,1,12.22,7,0,8018,32.8,10,0,0,1
6900,36,18.25,250.32,0,0.5,45000,1,9.76,8,0,8249,71.1,17,4,0,1
2000,36,20.49,74.83,0,6,56000,1,17.61,11,0,8491,59.4,44,11,0,1
10000,36,9.99,322.63,1,2,50000,1,11.27,7,0,4508,22.8,9,0,0,1
12000,60,17.57,301.93,0,5,25000,1,12.67,8,0,3336,19.3,12,0,0,1
12000,36,11.99,398.52,1,10,96000,1,5.89,9,0,7920,51,17,0,0,1
8950,36,24.5,353.49,0,5,30000,1,37.12,10,0,11256,60.8,15,0,0,1
10000,36,10.15,323.38,1,2,25000,1,9.89,10,1,6455,42.7,36,5,1,1
6000,36,11.53,197.95,1,3,26000,1,15.98,8,0,6038,24.2,24,1,0,1
5975,36,13.67,203.26,1,0.5,48000,1,15.2,15,2,2374,18.8,38,0,2,1
4800,36,14.33,164.83,1,8,61000,1,11.51,6,0,47923,80.8,11,1,0,1
18025,36,18.25,653.91,0,1,41000,1,28.81,3,0,5579,50.7,18,0,0,1
17425,60,15.99,423.65,0,2,155000,1,5.29,6,0,6639,77.2,34,5,0,1
20575,36,16.99,733.46,0,1,52500,1,21.46,7,0,9022,85.9,20,0,0,1
5000,36,13.98,170.84,1,10,80000,1,36.87,13,0,32437,93.2,25,2,0,1
8000,36,15.8,280.47,1,9,53000,1,16.96,14,0,25536,77.1,31,2,0,1
12000,60,16.49,294.96,0,1,57000,1,18.08,9,1,3633,26.9,20,0,1,1
5000,36,11.44,164.74,1,0.5,30000,1,18.72,10,1,3342,24.8,27,1,1,1
16575,60,24.99,486.41,0,10,49000,1,22.8,7,0,22864,45.3,30,5,0,1
21500,60,19.19,559.98,0,6,64000,1,21.6,21,0,14978,83.7,39,0,0,1
24000,36,18.49,873.57,0,10,85000,1,16.53,10,1,7328,47.6,45,4,1,1
6000,36,16.29,211.81,1,1,23920,1,6.82,4,0,5191,88,15,0,0,1
25000,60,16.99,621.18,0,10,160000,1,19.85,12,0,11097,68.1,30,2,0,1
35000,60,22.2,970.65,0,10,94000,1,17.8,8,0,13758,87.1,31,4,0,1
15000,60,15.61,361.67,0,0.5,43000,1,18.22,7,0,17007,67.8,8,1,0,1
5000,36,7.89,156.43,1,10,80000,1,19.86,9,0,21320,59.1,23,4,0,1
8125,36,12.49,271.78,1,4,52000,1,18.26,8,0,718,13.3,18,4,0,1
16000,60,15.22,382.49,1,0.5,40882,1,9.8,8,0,30745,86.6,18,3,0,1
21000,60,19.99,556.26,0,1,110000,1,27.96,10,0,61163,88.3,34,1,0,1
16000,60,12.69,361.52,1,0.5,77000,1,23.88,8,0,24829,95.9,19,0,0,1
20000,60,16.29,489.45,0,7,70000,1,18.05,6,0,26768,83.7,13,1,0,1
6000,36,11.99,199.26,1,1,44000,1,17.89,16,0,4949,44.6,30,0,0,1
30000,60,24.99,880.37,0,3,80000,1,19.64,24,0,30758,49.6,56,3,0,1
9000,36,12.69,301.91,1,8,60000,1,16.04,20,0,16323,74.5,44,2,0,1
9600,36,6.92,296.07,1,10,125000,1,24.72,23,0,31396,35.3,57,6,0,1
7000,36,17.77,252.26,0,1,38000,1,17.18,11,0,12286,68.3,22,0,0,1
9650,36,14.64,332.83,1,2,65000,1,11.15,6,0,3151,25,8,0,0,1
18000,60,18.75,464.46,0,8,85000,1,18.86,13,0,23025,57.3,20,4,0,1
15000,36,12.35,500.73,1,10,77871,1,23.7,17,0,39954,70,29,0,0,1
6000,36,13.33,203.12,1,3,22000,1,36.61,7,5,16268,90.9,13,0,1,1
10000,36,11.44,329.48,1,8,32500,1,21.12,12,0,5748,24.4,22,0,0,1
8475,36,19.52,312.9,0,2,25000,1,31.93,12,0,6665,22.8,16,0,0,1
20000,60,9.17,416.82,1,0.5,120000,1,23.2,14,0,31249,87.5,35,3,0,1
19000,36,10.99,621.95,1,1,70000,1,19.92,6,0,17808,58,23,1,0,1
16800,60,10.64,362.27,1,3,45000,1,17.04,7,0,3257,23.1,12,2,0,1
15000,60,19.99,397.33,0,10,100000,1,19.18,11,1,2077,32,22,0,0,1
10000,36,10.99,327.34,1,10,68000,1,23.94,13,1,3031,27.1,25,5,0,1
10000,36,6.89,308.27,1,4,395000,1,2.52,14,0,5266,25.6,21,3,0,1
15000,60,16.99,372.71,0,7,37000,1,17.81,8,0,8632,55.3,11,0,0,1
24000,60,14.49,564.56,1,9,240000,1,10.89,17,0,67262,48.8,21,1,0,1
14375,36,13.98,491.17,1,1,40000,1,24.27,10,0,15703,79.7,22,0,0,1
35000,60,17.86,886.11,0,8,130000,1,12.59,10,0,26515,41.8,29,2,0,1
5475,36,17.86,197.56,0,1,71600,1,19.26,12,0,9964,52.2,25,0,0,1
30000,60,19.19,781.36,0,2,88500,1,26.74,9,0,31204,51.4,35,3,0,1
15000,60,18.25,382.95,0,10,65000,1,34.98,11,0,9977,26.5,22,1,0,1
20000,36,14.49,688.33,1,7,101000,1,10.44,8,0,22808,82,21,2,0,1
6400,36,12.69,214.69,1,7,70000,1,15.04,10,0,38216,82.7,26,5,0,1
16800,60,20.49,449.7,0,8,97000,1,17.05,17,0,9577,64.3,46,2,0,1
10000,60,18.55,256.94,0,5,298000,1,23.26,16,0,151198,92.4,31,3,0,1
10000,60,14.64,236.02,1,8,30000,1,26.36,7,0,6048,87.7,17,2,0,1
15000,60,9.99,318.64,1,0.5,80000,1,17.27,16,0,8248,52.9,31,1,0,1
10000,36,14.48,344.12,1,10,120000,1,1.12,4,1,1650,6.9,6,0,0,1
10900,36,18.25,395.43,0,2,33000,1,25.2,15,0,10434,36.4,16,0,0,1
18000,60,19.47,471.6,0,7,45000,1,30.51,13,0,11937,45.2,34,0,0,1
25000,36,13.11,843.68,1,3,100000,1,17.65,13,0,6370,77.7,34,0,0,1
5000,36,12.29,166.77,1,7,16000,1,19.65,3,0,3967,98.2,19,0,0,1
35000,60,19.19,911.59,0,10,86950,1,22.87,29,0,43941,83.4,40,2,0,1
24000,60,15.31,574.88,1,10,100000,1,13,8,0,12524,70.4,18,3,0,1
2500,36,19.52,92.3,0,8,36000,1,3,4,1,2869,32.2,5,0,1,1
10425,36,12.69,349.71,1,1,25000,1,36.77,12,0,10320,61.1,19,0,0,1
10000,60,15.31,239.53,1,3,45700,1,20.22,11,1,10549,41.7,20,0,0,1
15000,36,6.92,462.61,1,4,36000,1,19.33,11,0,14917,30.1,17,0,0,1
25325,60,20.99,684.99,0,1,66750,1,26.47,16,2,24845,92,26,3,0,1
18000,60,25.89,537.76,0,2,70000,1,10.73,8,0,5321,47.5,9,0,0,1
20000,36,12.49,668.98,1,10,100000,1,15.09,17,0,18350,51.8,19,0,0,1
12000,36,21,452.11,0,3,124000,1,15.07,8,0,15904,52.7,17,0,0,1
13800,60,16.55,339.64,0,0.5,30000,1,17.24,10,0,12636,36.5,28,0,0,1
15000,60,25.8,447.34,0,2,65000,1,28.47,12,1,7200,85.7,27,4,0,1
26000,60,10.99,565.18,1,10,142000,1,20.21,11,0,25620,70.6,40,8,0,1
2000,36,14.33,68.68,1,8,92000,1,13.24,7,0,2984,64.9,11,0,0,1
7000,36,10.99,229.14,1,10,47000,1,17.54,10,0,12677,67.1,48,4,0,1
8800,36,12.29,293.51,1,3,35000,1,25.82,12,1,9002,56.3,19,2,1,1
10000,60,14.31,234.3,1,0.5,50000,1,16.65,12,0,7931,36,14,0,0,1
8000,36,13.05,269.75,1,10,130000,1,22.51,20,0,29737,49,42,2,0,1
24000,36,9.99,774.3,1,2,125000,1,12.36,9,0,50076,72.8,21,3,0,1
14875,60,17.86,376.6,0,10,52000,1,36.53,15,1,11593,67,36,0,1,1
28000,60,15.61,675.12,0,8,92000,1,21.17,18,0,42995,58.7,33,0,0,1
28000,60,17.57,704.49,0,4,88000,1,18.71,11,0,15135,76.4,21,0,0,1
25000,60,17.86,632.94,0,0.5,70000,1,21.5,10,0,3872,96.8,16,0,0,1
19500,60,14.49,458.7,1,10,132000,1,17.54,12,0,3179,52.1,34,4,0,1
21000,36,13.33,710.92,1,5,147000,1,10.15,6,1,13849,55.8,13,2,0,1
5375,36,19.99,199.73,0,10,57000,1,27.18,6,3,2401,61.6,20,2,3,1
33000,36,16.2,1163.45,1,0.5,115000,1,12.35,13,0,17877,67,17,0,0,1
5000,36,13.99,170.87,1,0.5,27000,1,39.24,13,0,8402,41.4,14,0,0,1
28000,60,19.52,734.38,0,4,95000,1,20.05,14,0,7,0,19,0,0,1
11000,36,18.55,400.72,0,3,45000,1,19.84,14,0,8558,49.5,30,0,0,1
30000,60,17.57,754.81,0,3,70000,1,26.9,14,0,17255,36.7,19,1,0,1
12000,36,10.49,389.98,1,9,43000,1,14.54,10,0,11227,79.6,19,1,0,1
8000,36,8.19,251.4,1,3,225000,1,5.8,11,1,8870,67.2,18,1,1,1
10000,36,17.27,357.88,1,1,65000,1,12.72,12,0,4851,38.8,32,2,0,1
3900,36,8.9,123.84,1,1,130000,1,15.59,12,0,1109,38.2,27,6,0,1
2000,36,17.57,71.88,0,9,200000,1,9.27,24,0,24073,45.7,31,1,0,1
15000,36,11.99,498.15,1,0.5,108000,1,18.03,14,0,12058,66.6,18,1,0,1
15000,36,13.33,507.8,1,6,54000,1,24.84,9,2,6725,40,20,2,1,1
14700,60,16.49,361.32,0,6,35000,1,28.64,10,1,6909,30.2,38,2,1,1
12000,60,20.49,321.21,0,3,39000,1,27.32,10,0,9356,53.8,19,2,0,1
35000,60,17.86,886.11,0,1,110000,1,17.54,18,0,43555,53.5,26,0,0,1
30000,36,16.49,1061.99,0,10,180000,1,11.13,14,2,19084,60.8,25,0,1,1
15875,60,15.61,382.77,1,3,145000,1,11.67,11,0,7698,25.5,18,0,0,1
21000,60,14.49,493.99,1,10,73500,1,18.86,17,0,16731,53.3,45,1,0,1
18000,60,18.25,459.54,0,10,91000,1,27.45,13,0,19521,87.9,28,0,0,1
15950,36,20.49,596.75,0,6,40000,1,16.62,12,0,5486,36.6,23,0,0,1
10000,60,15.61,241.12,0,10,60000,1,30.02,10,0,5617,69.3,20,0,0,1
15000,60,19.19,390.68,0,10,50000,1,15.41,15,0,1937,9.3,34,0,0,1
18000,36,13.18,608.06,1,3,57500,1,13.9,7,0,4719,51.9,8,0,0,1
15000,60,19.19,390.68,0,3,60000,1,14.56,8,0,2323,34.2,15,0,0,1
12000,60,15.61,289.34,1,10,60000,1,14.48,8,1,11971,44,19,5,0,1
9325,36,24.5,368.3,0,10,49000,1,3.26,3,0,4162,88.6,4,0,0,1
13175,60,24.5,382.86,0,10,61112,1,19.66,11,0,6105,42.1,43,0,0,1
18000,60,17.86,455.72,0,7,66000,1,12.45,5,0,8176,68.7,6,0,0,1
15000,60,17.57,377.41,0,7,40560,1,27.84,13,0,13371,67.2,26,0,0,1
10000,36,16.29,353.01,1,0.5,87000,1,16.91,9,0,12417,38.7,24,0,0,1
10800,60,27.88,335.49,0,2,30000,1,12.84,4,0,7942,81.9,6,0,0,1
33425,60,18.49,857.72,0,10,76000,1,7.12,24,0,1690,17.6,32,0,0,1
34475,60,18.92,892.79,0,10,100000,1,8.33,11,0,10816,35,22,5,0,1
16000,60,14.64,377.63,1,8,54000,1,7.46,9,0,12869,69.2,15,2,0,1
6000,36,14.16,205.54,1,10,48500,1,19.45,15,0,12840,72.5,26,3,0,1
27575,36,19.99,1024.65,0,10,60000,1,5.26,7,0,7802,64,12,0,0,1
12000,60,13.67,277.18,1,4,42000,1,4.06,10,0,4158,33.5,34,0,0,1
27200,36,13.65,925.02,1,6,62000,1,31.63,11,0,6575,18.3,21,0,0,1
11200,36,11.99,371.95,1,10,150000,1,9.22,9,1,14401,65.2,28,6,0,1
14625,60,14.3,342.58,1,8,55000,1,18.26,20,0,17162,45.4,27,5,0,1
11200,60,16.55,275.65,0,10,57000,1,31.37,17,0,44189,47.6,44,3,0,1
14400,36,18.55,524.58,0,10,110000,1,20.33,14,0,17143,83.6,36,3,0,1
24000,36,11.47,791.09,1,10,89000,1,13.34,10,0,48614,79.4,20,1,0,1
12300,60,13.99,286.14,1,0.5,28000,1,13.97,8,0,9944,27.9,24,5,0,1
11900,36,17.14,425.1,0,1,35000,1,24.83,12,0,6123,39.8,32,1,0,1
26000,60,19.19,677.18,0,3,65000,1,15.34,8,2,19,0.4,52,2,2,1
15000,36,14.65,517.42,1,0.5,45000,1,21.84,6,3,11932,51.9,10,2,0,1
12750,60,19.99,337.73,0,1,32000,1,29.78,13,0,14259,67.6,20,0,0,1
10000,60,19.99,264.89,0,9,39000,1,31.57,8,0,16790,89.3,31,0,0,1
27000,60,19.72,711.14,0,10,175000,1,16.12,18,0,30266,50.7,55,5,0,1
20000,60,14.49,470.47,1,10,75000,1,18.54,15,0,12018,61.9,30,2,0,1
25000,60,13.35,573.32,1,0.5,60000,1,38.04,18,0,42371,61.3,29,1,0,1
12000,60,18.55,308.33,0,3,36000,1,15.53,11,0,21369,83.5,22,7,0,1
24000,60,14.49,564.56,1,10,77000,1,19.37,19,0,19272,71.1,29,2,0,1
14075,60,19.52,369.16,0,0.5,41500,1,21.37,17,0,18187,66.9,21,0,0,1
14375,36,19.99,534.16,0,5,40000,1,25.74,9,0,26678,88.9,19,0,0,1
32000,60,18.99,829.93,0,10,71500,1,13.44,7,0,8550,71.8,14,0,0,1
6700,36,18.54,244.04,0,4,21000,1,33.77,5,0,5600,68.3,6,0,0,1
18000,60,21.98,496.94,0,6,95000,1,12.52,10,0,9084,96.6,14,0,0,1
15000,36,10.49,487.47,1,6,114000,1,8.79,11,0,9001,75.6,50,0,0,1
8000,36,13.18,270.25,1,3,32000,1,10.58,5,0,5457,82.7,10,0,0,1
7000,36,19.52,258.44,0,2,25000,1,13.52,9,0,4777,73.5,26,0,0,1
15000,36,9.17,478.19,1,2,65000,1,33.36,12,0,9354,68.8,23,1,0,1
10000,36,9.17,318.79,1,1,44000,1,22.67,6,0,10243,86.8,26,0,0,1
18000,60,16.59,443.39,0,6,63000,1,8.15,7,0,15383,55.3,13,1,0,1
5600,36,13.99,191.37,1,0.5,51000,1,34.07,11,0,1888,31,15,0,0,1
10000,36,7.49,311.02,1,9,72000,1,22.52,19,0,23602,63.2,25,2,0,1
7750,60,18.49,198.88,0,10,57000,1,10.48,5,1,2484,73.1,18,2,1,1
19200,60,13.65,443.28,1,0.5,51000,1,7.93,7,0,19650,67.8,32,5,0,1
8000,36,12.29,266.83,1,10,30000,1,28.28,16,0,7897,40.9,23,0,0,1
15000,60,13.98,348.87,1,10,50000,1,18.34,13,1,7109,30.1,29,1,1,1
12500,60,27.88,388.3,0,0.5,25000,1,36.49,16,0,10417,78.3,22,0,0,1
25000,60,19.48,655.14,0,10,78000,1,36.4,14,0,23787,49.6,26,1,0,1
10500,36,17.57,377.34,0,10,78000,1,4.32,12,0,9568,43.5,25,4,0,1
14000,60,15.61,337.56,0,10,200000,1,5.3,15,0,18956,37.5,40,5,0,1
16025,36,18.99,587.34,0,10,57000,1,26.78,16,1,3819,42.9,35,0,1,1
6000,36,18.25,217.67,0,5,35000,1,25.51,8,0,8587,76,13,0,0,1
16150,60,24.99,473.93,0,8,58000,1,11.5,9,1,3000,48.4,22,4,1,1
12150,60,22.99,342.45,0,10,38000,1,34.55,13,1,5255,68.2,47,4,1,1
19200,60,11.53,422.55,1,4,135000,1,3.04,8,0,13779,44.3,38,7,0,1
10000,36,15.61,349.65,0,10,43000,1,10.75,9,1,3061,47.8,53,2,1,1
28000,36,9.75,900.2,1,10,85000,1,14.6,14,0,1179,2.7,22,2,0,1
10000,60,22.2,277.33,0,5,80000,1,16.68,10,1,10614,58.3,20,1,1,1
24450,60,19.99,647.64,0,5,49000,1,28.24,11,0,45396,86.3,22,1,0,1
28000,36,13.65,952.23,1,2,95000,1,16.96,9,0,3366,33.3,31,3,0,1
6000,36,17.14,214.34,0,5,47000,1,39.68,5,0,6745,29.3,6,0,0,1
27000,60,18.84,698.02,0,2,63667,1,22.66,12,0,23251,54.7,19,0,0,1
13000,60,10.49,279.36,1,10,95000,1,24.36,11,0,2035,21.6,41,3,0,1
9000,36,13.98,307.52,1,7,57200,1,16.03,16,1,13750,69.1,21,0,1,1
12000,36,13.33,406.24,1,1,36400,1,24.1,13,0,9347,36.4,29,0,0,1
12000,60,13.99,279.16,1,7,67000,1,29.61,14,0,4117,19.1,35,2,0,1
2600,36,18.24,94.31,0,9,53000,1,25.14,11,0,20748,75.2,16,3,0,1
15325,60,15.61,369.51,0,8,35000,1,23.04,13,0,15973,47.5,20,0,0,1
6050,36,16.29,213.57,0,2,60000,1,11.78,6,1,2304,59.1,10,0,0,1
12600,36,13.33,426.55,1,9,45000,1,28.32,10,0,7049,53,25,1,0,1
10075,36,14.65,347.53,1,3,28000,1,38.58,7,0,5499,54.4,20,0,0,1
20900,60,20.49,559.44,0,0.5,60000,1,24.46,16,0,16270,76.7,28,3,0,1
21000,60,14.99,499.48,1,10,96000,1,16.11,14,0,25652,59.2,38,3,0,1
25000,60,19.99,662.21,0,10,70000,1,22.47,14,0,32415,66.7,39,2,0,1
10950,36,14.33,376.01,1,8,370000,1,10.86,13,6,1965,24.7,31,1,0,1
15000,36,12.69,503.18,1,10,72000,1,20.25,23,0,25502,69.1,52,3,0,1
9200,36,19.53,339.71,0,10,50000,1,47.91,7,0,30786,86.7,22,2,0,1
7050,36,13.99,240.92,1,10,57000,1,22.42,16,0,14517,49.5,21,1,0,1
20675,60,24.7,603.21,0,10,95000,1,24,10,0,25934,95.1,27,4,0,1
30000,60,17.57,754.81,0,10,100000,1,14.46,9,1,20131,87.1,15,1,1,1
5925,36,14.99,205.37,1,9,26400,1,22.36,9,1,6368,39,12,0,1,1
3000,36,15.22,104.32,1,0.5,10731,1,4.29,6,0,1575,3.1,6,0,0,1
13600,36,9.99,438.77,1,2,66000,1,12.2,10,0,5194,29.5,15,2,0,1
30000,36,20.49,1122.42,0,2,120000,1,10.52,10,0,11287,68,19,1,0,1
19600,36,16.24,691.41,1,0.5,50000,1,12.24,13,0,10467,20.8,20,0,0,1
28000,60,20.99,757.34,0,5,130000,1,20.88,23,1,21859,49.2,31,1,1,1
25000,36,14.47,860.16,1,0.5,137000,1,19.52,23,0,17635,42.7,54,0,0,1
10500,60,25.8,313.14,0,5,52000,1,27,8,0,1928,36.4,20,0,0,1
16000,60,24.99,469.53,0,10,65000,1,25.81,11,0,18953,55.3,18,0,0,1
14000,36,13.99,478.42,1,2,70000,1,13.01,9,0,9913,61.2,16,0,0,1
27000,60,15.31,646.73,1,4,69000,1,21.97,20,0,11781,64.7,38,4,0,1
6000,36,9.99,193.58,1,10,28000,1,37.36,16,0,16707,45.9,30,0,0,1
23925,60,26.06,717.18,0,5,75000,1,14.34,7,0,5921,38.4,9,0,0,1
23000,60,14.49,541.04,1,10,52000,1,19.52,11,0,22410,44,21,2,0,1
5000,36,14.64,172.45,1,10,36000,1,13.07,13,0,14403,72,16,0,0,1
20000,36,8.67,632.93,1,10,125000,1,11.42,16,0,35968,55.1,38,2,0,1
7200,36,18.75,263.02,0,10,94606,1,12.02,12,0,17281,96.5,23,1,0,1
35000,60,20.99,946.68,0,10,180000,1,15.55,23,0,1010,3.4,57,1,0,1
35000,60,22.95,985.67,0,5,120000,1,10.84,10,0,34719,90.2,25,0,0,1
15000,36,17.57,539.06,0,5,49000,1,22.04,6,0,8308,71,6,0,0,1
25575,60,20.99,691.75,0,3,64000,1,24.42,10,0,3417,50.2,44,6,0,1
5000,36,14.46,172.01,1,10,44000,1,15.58,6,0,3057,76.4,18,5,0,1
15200,60,24.11,438.25,0,2,50000,1,24.03,11,0,10009,70.5,26,0,0,1
13600,60,25.57,403.74,0,1,90000,1,25.04,22,0,17397,86.6,38,1,0,1
11000,36,9.17,350.67,1,10,35984,1,24.15,6,1,10106,61.2,15,0,1,1
15000,36,18.24,544.1,0,3,45000,1,32.27,24,0,14712,85,37,1,0,1
10000,36,17.99,361.48,0,5,210000,1,6.56,11,0,9271,81.9,25,1,0,1
18750,60,16.99,465.89,0,5,64000,1,30.26,16,0,12585,44.6,24,0,0,1
